USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06089011401	2881282	22390	1.112	0.009	40.5471256	-122.334715                                                                                                                                         
CA	06089011402	2441058	0	0.942	0.	40.5431529	-122.3229123                                                                                                                                               
CA	06089011403	8068818	11405	3.115	0.004	40.5547633	-122.3147793                                                                                                                                        
CA	06089011500	41782459	1664628	16.132	0.643	40.503261	-122.3117788                                                                                                                                     
CA	06089011600	50410415	3792530	19.464	1.464	40.6694846	-122.4184426                                                                                                                                    
CA	06089011701	4464537	0	1.724	0.	40.6628518	-122.3597887                                                                                                                                               
CA	06089011702	4931674	14724	1.904	0.006	40.6711236	-122.3702773                                                                                                                                        
CA	06089011703	9638844	2116	3.722	0.001	40.6917622	-122.3703442                                                                                                                                         
CA	06089011801	34929482	388135	13.486	0.15	40.6178722	-122.2544681                                                                                                                                      
CA	06089011802	44801155	462048	17.298	0.178	40.661072	-122.2824461                                                                                                                                      
CA	06089011803	89612880	15005556	34.6	5.794	40.7399422	-122.2860952                                                                                                                                     
CA	06089011900	66057585	682192	25.505	0.263	40.5230532	-122.2575351                                                                                                                                     
CA	06089012000	10832948	68915	4.183	0.027	40.4294831	-122.2988508                                                                                                                                       
CA	06089012101	5631994	229414	2.175	0.089	40.4611119	-122.305034                                                                                                                                        
CA	06089012102	10275124	756503	3.967	0.292	40.4565423	-122.2681737                                                                                                                                      
CA	06089012200	51612687	1068915	19.928	0.413	40.4098262	-122.2369837                                                                                                                                    
CA	06089012301	16997230	754592	6.563	0.291	40.474902	-122.3523205                                                                                                                                       
CA	06089012302	94630242	583031	36.537	0.225	40.4590543	-122.439694                                                                                                                                      
CA	06089012303	73926815	76071	28.543	0.029	40.4092192	-122.3407929                                                                                                                                      
CA	06089012400	1581283379	23824052	610.537	9.199	40.5275465	-122.6483                                                                                                                                   
CA	06089012500	1216821211	52581840	469.817	20.302	40.9866263	-122.3666461                                                                                                                               
CA	06089012601	2340462178	49792182	903.658	19.225	40.8943939	-122.0049814                                                                                                                               
CA	06089012603	801330285	4581906	309.395	1.769	40.4806114	-121.7401412                                                                                                                                  
CA	06089012604	720452806	1663130	278.168	0.642	40.5779359	-121.850434                                                                                                                                   
CA	06089012701	1004478196	7394359	387.831	2.855	40.8708919	-121.6257424                                                                                                                                 
CA	06089012702	1291762276	16993670	498.752	6.561	40.9204305	-121.4437132                                                                                                                                
CA	06091010000	2468694586	23299110	953.168	8.996	39.5769252	-120.5219926                                                                                                                                
CA	06093000100	860405318	44664520	332.204	17.245	41.8199271	-121.6337562                                                                                                                                
CA	06093000200	1300052764	72751425	501.953	28.089	41.8583273	-121.9329396                                                                                                                               
CA	06093000300	1422920817	14083546	549.393	5.438	41.7987289	-122.2962063                                                                                                                                
CA	06093000400	533316970	3118249	205.915	1.204	41.9466483	-122.6455763                                                                                                                                  
CA	06093000500	3191353035	9853824	1232.188	3.805	41.7477055	-123.3041347                                                                                                                                
CA	06093000600	548978421	1714093	211.962	0.662	41.7028351	-122.9229617                                                                                                                                  
CA	06093000701	715150293	1172696	276.121	0.453	41.6608649	-122.6745712                                                                                                                                  
CA	06093000702	35800913	119540	13.823	0.046	41.7321698	-122.6201917                                                                                                                                     
CA	06093000703	5033756	14100	1.944	0.005	41.7431803	-122.6399825                                                                                                                                        
CA	06093000800	3204025612	11039895	1237.081	4.263	41.3325066	-123.0040789                                                                                                                               
CA	06093000900	613475025	9799522	236.864	3.784	41.4800873	-122.427147                                                                                                                                   
CA	06093001000	406622210	2089302	156.998	0.807	41.3441729	-122.3332707                                                                                                                                  
CA	06093001100	233770790	738203	90.259	0.285	41.2135222	-122.3924621                                                                                                                                    
CA	06093001200	3191027368	7990909	1232.063	3.085	41.4116025	-121.8260568                                                                                                                                
CA	06095250103	2017323	1216	0.779	0.	38.1164685	-122.2216027                                                                                                                                            
CA	06095250104	1317899	0	0.509	0.	38.1138506	-122.2081589                                                                                                                                               
CA	06095250105	3447803	0	1.331	0.	38.1295441	-122.214182                                                                                                                                                
CA	06095250106	18893137	31375	7.295	0.012	38.1382794	-122.1822618                                                                                                                                       
CA	06095250200	1343110	0	0.519	0.	38.1044692	-122.2101506                                                                                                                                               
CA	06095250300	1099413	0	0.424	0.	38.1048774	-122.2235833                                                                                                                                               
CA	06095250400	1115919	0	0.431	0.	38.0949074	-122.2239275                                                                                                                                               
CA	06095250501	1321432	0	0.51	0.	38.0932268	-122.2138705                                                                                                                                                
CA	06095250502	1904899	7011	0.735	0.003	38.089461	-122.2038733                                                                                                                                          
CA	06095250601	2382355	28927	0.92	0.011	38.0820079	-122.225778                                                                                                                                          
CA	06095250604	2101542	632042	0.811	0.244	38.0673887	-122.2185562                                                                                                                                       
CA	06095250605	3023610	1155425	1.167	0.446	38.0700529	-122.2027379                                                                                                                                      
CA	06095250701	2176467	604746	0.84	0.233	38.0900421	-122.2449025                                                                                                                                        
CA	06095250801	38613463	58633929	14.909	22.639	38.1293945	-122.3302426                                                                                                                                  
CA	06095250900	812851	158294	0.314	0.061	38.1017927	-122.259038                                                                                                                                         
CA	06095251000	727397	0	0.281	0.	38.1011243	-122.2485415                                                                                                                                                
CA	06095251100	1075019	0	0.415	0.	38.0969602	-122.2365223                                                                                                                                               
CA	06095251200	1198604	0	0.463	0.	38.1052893	-122.2365335                                                                                                                                               
CA	06095251300	1254981	0	0.485	0.	38.1146854	-122.235826                                                                                                                                                
CA	06095251400	2256224	0	0.871	0.	38.1237134	-122.23956                                                                                                                                                 
CA	06095251500	1376731	0	0.532	0.	38.111521	-122.2497147                                                                                                                                                
CA	06095251600	861183	212332	0.333	0.082	38.1083885	-122.2622993                                                                                                                                        
CA	06095251701	1582728	362074	0.611	0.14	38.1165979	-122.266959                                                                                                                                         
CA	06095251702	576319	0	0.223	0.	38.1220821	-122.2687139                                                                                                                                                
CA	06095251802	2312579	149921	0.893	0.058	38.1261466	-122.2570018                                                                                                                                       
CA	06095251803	3247338	1766676	1.254	0.682	38.1358448	-122.2652793                                                                                                                                      
CA	06095251804	1654801	1026932	0.639	0.397	38.1510468	-122.2787949                                                                                                                                      
CA	06095251901	3182282	239322	1.229	0.092	38.1393459	-122.2351842                                                                                                                                       
CA	06095251902	2010649	0	0.776	0.	38.1481382	-122.2440369                                                                                                                                               
CA	06095251903	2569625	14062	0.992	0.005	38.1478379	-122.2282174                                                                                                                                        
CA	06095252000	3086254	5097387	1.192	1.968	38.0621001	-122.1791737                                                                                                                                      
CA	06095252102	46278915	32092383	17.868	12.391	38.0870969	-122.1071716                                                                                                                                  
CA	06095252103	2244743	281	0.867	0.	38.1046332	-122.192134                                                                                                                                              
CA	06095252104	9827606	434252	3.794	0.168	38.0900638	-122.1640059                                                                                                                                       
CA	06095252105	2657578	10968	1.026	0.004	38.0799222	-122.1818881                                                                                                                                        
CA	06095252106	2888876	0	1.115	0.	38.0752524	-122.1678515                                                                                                                                               
CA	06095252107	2713425	0	1.048	0.	38.0696665	-122.1542954                                                                                                                                               
CA	06095252108	1620734	0	0.626	0.	38.0608147	-122.1630223                                                                                                                                               
CA	06095252201	92642980	931447	35.77	0.36	38.2569787	-122.1688516                                                                                                                                       
CA	06095252202	53720406	523955	20.742	0.202	38.1649825	-122.1486859                                                                                                                                     
CA	06095252305	45841074	2014198	17.699	0.778	38.2199882	-122.0937986                                                                                                                                    
CA	06095252306	1865857	0	0.72	0.	38.2655712	-122.0643005                                                                                                                                                
CA	06095252310	24790655	23108	9.572	0.009	38.3003328	-122.0817683                                                                                                                                       
CA	06095252311	7974065	22168	3.079	0.009	38.2949139	-122.0506429                                                                                                                                        
CA	06095252312	1619619	0	0.625	0.	38.2753544	-122.0561706                                                                                                                                               
CA	06095252313	7129302	9535	2.753	0.004	38.3036981	-122.0262255                                                                                                                                         
CA	06095252314	1790269	0	0.691	0.	38.2769991	-122.0358438                                                                                                                                               
CA	06095252315	1703705	21531	0.658	0.008	38.2840121	-122.0150107                                                                                                                                        
CA	06095252316	1288711	0	0.498	0.	38.2762632	-122.0156731                                                                                                                                               
CA	06095252317	31330521	314187	12.097	0.121	38.2972648	-121.9700408                                                                                                                                     
CA	06095252401	1400875	0	0.541	0.	38.2534089	-122.0580588                                                                                                                                               
CA	06095252402	15078933	252153	5.822	0.097	38.2204068	-122.0693691                                                                                                                                      
CA	06095252501	1126767	9143	0.435	0.004	38.2547036	-122.0412776                                                                                                                                         
CA	06095252502	899544	0	0.347	0.	38.2470347	-122.0449333                                                                                                                                                
CA	06095252604	1575532	0	0.608	0.	38.2642121	-122.0512466                                                                                                                                               
CA	06095252605	1567243	0	0.605	0.	38.2655647	-122.0396821                                                                                                                                               
CA	06095252606	1309484	0	0.506	0.	38.265491	-122.0295802                                                                                                                                                
CA	06095252607	792525	0	0.306	0.	38.2544056	-122.0297407                                                                                                                                                
CA	06095252608	894668	7915	0.345	0.003	38.2665083	-122.0232104                                                                                                                                          
CA	06095252610	982939	0	0.38	0.	38.270075	-122.0064188                                                                                                                                                  
CA	06095252611	947290	0	0.366	0.	38.2638928	-122.013868                                                                                                                                                 
CA	06095252702	212095502	79025991	81.891	30.512	38.1377528	-121.9771056                                                                                                                                 
CA	06095252703	1320438	0	0.51	0.	38.2485852	-122.0272602                                                                                                                                                
CA	06095252704	1320119	1210	0.51	0.	38.2490976	-122.014721                                                                                                                                              
CA	06095252705	1726041	589	0.666	0.	38.2500177	-121.9964026                                                                                                                                             
CA	06095252706	4307724	4279	1.663	0.002	38.2580218	-121.9778302                                                                                                                                         
CA	06095252707	3779729	1666	1.459	0.001	38.2599906	-122.0011886                                                                                                                                         
CA	06095252801	2411374	13175	0.931	0.005	38.2790134	-121.9458087                                                                                                                                        
CA	06095252802	3748798	0	1.447	0.	38.2715918	-121.9464883                                                                                                                                               
CA	06095252903	227747170	827251	87.934	0.319	38.4377796	-122.0314545                                                                                                                                    
CA	06095252904	55658966	392119	21.49	0.151	38.404429	-121.9311586                                                                                                                                       
CA	06095252908	1094090	0	0.422	0.	38.342413	-121.956931                                                                                                                                                 
CA	06095252909	5654628	1700	2.183	0.001	38.3446313	-121.9249586                                                                                                                                         
CA	06095252910	1657085	0	0.64	0.	38.3401253	-121.9444369                                                                                                                                                
CA	06095252911	4216525	18288	1.628	0.007	38.3695164	-121.9443944                                                                                                                                        
CA	06095252912	2525063	0	0.975	0.	38.3572485	-121.9443575                                                                                                                                               
CA	06095252913	1805575	0	0.697	0.	38.3255166	-121.9656695                                                                                                                                               
CA	06095252914	2673211	1432	1.032	0.001	38.3334133	-121.9428965                                                                                                                                         
CA	06095252915	14364068	25247	5.546	0.01	38.3191257	-121.924618                                                                                                                                         
CA	06095253000	3552390	7670	1.372	0.003	38.3206557	-121.9787847                                                                                                                                         
CA	06095253101	6253671	0	2.415	0.	38.3505073	-122.0063094                                                                                                                                               
CA	06095253105	2481343	0	0.958	0.	38.3539257	-121.9670747                                                                                                                                               
CA	06095253106	1093426	0	0.422	0.	38.3417484	-121.9660433                                                                                                                                               
CA	06095253107	2543547	0	0.982	0.	38.3420895	-121.9790512                                                                                                                                               
CA	06095253108	7961039	373456	3.074	0.144	38.3288304	-122.0008643                                                                                                                                       
CA	06095253201	5025049	0	1.94	0.	38.3703216	-122.0115118                                                                                                                                                
CA	06095253203	1839317	0	0.71	0.	38.3622036	-121.9967931                                                                                                                                                
CA	06095253204	5593824	12214	2.16	0.005	38.3823938	-121.9873549                                                                                                                                         
CA	06095253205	2603800	3408	1.005	0.001	38.3742672	-121.9716873                                                                                                                                         
CA	06095253206	3564425	19241	1.376	0.007	38.3962812	-121.9742566                                                                                                                                        
CA	06095253300	442716038	2198911	170.934	0.849	38.4198882	-121.7998024                                                                                                                                  
CA	06095253402	16744418	22211	6.465	0.009	38.4430021	-121.8172326                                                                                                                                       
CA	06095253403	7408884	6653	2.861	0.003	38.4286407	-121.8516301                                                                                                                                         
CA	06095253404	2738070	0	1.057	0.	38.4598591	-121.8314911                                                                                                                                               
CA	06095253500	577017976	28766209	222.788	11.107	38.2050259	-121.7715997                                                                                                                                
CA	06095980000	14055100	168157	5.427	0.065	38.2544515	-121.9456515                                                                                                                                      
CA	06097150100	154475367	35808222	59.643	13.826	38.1981906	-122.4133842                                                                                                                                 
CA	06097150202	32187377	0	12.428	0.	38.3188401	-122.4393528                                                                                                                                             
CA	06097150203	4511497	0	1.742	0.	38.2775429	-122.4621651                                                                                                                                               
CA	06097150204	2695922	0	1.041	0.	38.2867706	-122.4510104                                                                                                                                               
CA	06097150303	61341236	139783	23.684	0.054	38.3129276	-122.5328087                                                                                                                                     
CA	06097150304	3086114	0	1.192	0.	38.3067265	-122.4901697                                                                                                                                               
CA	06097150305	3252377	0	1.256	0.	38.3259438	-122.4926869                                                                                                                                               
CA	06097150306	12745360	0	4.921	0.	38.3391394	-122.4692303                                                                                                                                              
CA	06097150500	103146488	93385	39.825	0.036	38.3811988	-122.5375223                                                                                                                                     
CA	06097150601	1245611	0	0.481	0.	38.2376164	-122.6132539                                                                                                                                               
CA	06097150602	1670111	0	0.645	0.	38.2440564	-122.6067891                                                                                                                                               
CA	06097150603	3464701	0	1.338	0.	38.2544898	-122.6179426                                                                                                                                               
CA	06097150607	11093821	0	4.283	0.	38.2766586	-122.6437522                                                                                                                                              
CA	06097150609	2300628	0	0.888	0.	38.2600055	-122.6438313                                                                                                                                               
CA	06097150610	1349445	0	0.521	0.	38.2654848	-122.6401777                                                                                                                                               
CA	06097150611	2955013	0	1.141	0.	38.2329343	-122.579047                                                                                                                                                
CA	06097150612	173519809	7315987	66.996	2.825	38.2116884	-122.5343549                                                                                                                                   
CA	06097150701	3389485	196497	1.309	0.076	38.2336159	-122.6301845                                                                                                                                       
CA	06097150702	20405345	0	7.879	0.	38.2010746	-122.6258548                                                                                                                                              
CA	06097150800	13816442	0	5.335	0.	38.2087678	-122.6647282                                                                                                                                              
CA	06097150901	2974713	20869	1.149	0.008	38.2468522	-122.6439003                                                                                                                                        
CA	06097150902	2435058	0	0.94	0.	38.2443637	-122.6532628                                                                                                                                                
CA	06097151000	15668587	0	6.05	0.	38.257658	-122.6798739                                                                                                                                                
CA	06097151100	120482151	699724	46.518	0.27	38.2708019	-122.7529532                                                                                                                                     
CA	06097151201	28414694	29015	10.971	0.011	38.3395569	-122.719615                                                                                                                                       
CA	06097151203	2437096	0	0.941	0.	38.3222713	-122.6934004                                                                                                                                               
CA	06097151204	3323886	0	1.283	0.	38.3184479	-122.7072003                                                                                                                                               
CA	06097151301	1178143	0	0.455	0.	38.3342135	-122.7001886                                                                                                                                               
CA	06097151305	1763148	0	0.681	0.	38.3433893	-122.7067009                                                                                                                                               
CA	06097151306	1115202	0	0.431	0.	38.347139	-122.6932768                                                                                                                                                
CA	06097151307	4488749	0	1.733	0.	38.3705141	-122.6996034                                                                                                                                               
CA	06097151308	2976465	0	1.149	0.	38.3562901	-122.6998452                                                                                                                                               
CA	06097151309	36079293	0	13.93	0.	38.3441037	-122.6340481                                                                                                                                              
CA	06097151310	2197420	0	0.848	0.	38.3392841	-122.6825544                                                                                                                                               
CA	06097151311	4188287	0	1.617	0.	38.325999	-122.6768449                                                                                                                                                
CA	06097151401	12333719	0	4.762	0.	38.4082311	-122.6875052                                                                                                                                              
CA	06097151402	8793750	26109	3.395	0.01	38.3933396	-122.7012564                                                                                                                                         
CA	06097151502	27007950	44762	10.428	0.017	38.3861148	-122.6519679                                                                                                                                      
CA	06097151503	14670288	0	5.664	0.	38.4126291	-122.6288098                                                                                                                                              
CA	06097151504	1555736	0	0.601	0.	38.4360675	-122.6677461                                                                                                                                               
CA	06097151601	54641623	41301	21.097	0.016	38.4514901	-122.5502357                                                                                                                                      
CA	06097151602	33113702	228016	12.785	0.088	38.4218634	-122.5985465                                                                                                                                     
CA	06097151700	4884765	365795	1.886	0.141	38.4493765	-122.660775                                                                                                                                        
CA	06097151800	2522621	0	0.974	0.	38.4427045	-122.6913822                                                                                                                                               
CA	06097151900	980869	0	0.379	0.	38.43518	-122.708351                                                                                                                                                   
CA	06097152000	1271623	0	0.491	0.	38.4416422	-122.713301                                                                                                                                                
CA	06097152100	2173155	0	0.839	0.	38.4592376	-122.7228632                                                                                                                                               
CA	06097152201	1204483	0	0.465	0.	38.4570299	-122.7128443                                                                                                                                               
CA	06097152202	2772175	0	1.07	0.	38.4670586	-122.6753466                                                                                                                                                
CA	06097152203	1320236	0	0.51	0.	38.4483381	-122.7070355                                                                                                                                                
CA	06097152300	3462064	0	1.337	0.	38.4600991	-122.6991912                                                                                                                                               
CA	06097152400	20975040	146195	8.099	0.056	38.4822616	-122.7088441                                                                                                                                      
CA	06097152501	1992142	0	0.769	0.	38.4655845	-122.656814                                                                                                                                                
CA	06097152502	1835980	0	0.709	0.	38.4784138	-122.6641385                                                                                                                                               
CA	06097152600	123021708	26526	47.499	0.01	38.5261049	-122.6368988                                                                                                                                      
CA	06097152701	23870308	0	9.216	0.	38.5289806	-122.7468491                                                                                                                                              
CA	06097152702	20738835	0	8.007	0.	38.5043031	-122.7912912                                                                                                                                              
CA	06097152801	5202711	0	2.009	0.	38.4828618	-122.7503888                                                                                                                                               
CA	06097152802	2053126	0	0.793	0.	38.465154	-122.7356928                                                                                                                                                
CA	06097152903	1669655	0	0.645	0.	38.4573439	-122.7481362                                                                                                                                               
CA	06097152904	2304073	0	0.89	0.	38.4611543	-122.7607066                                                                                                                                                
CA	06097152905	1240408	0	0.479	0.	38.4702328	-122.759351                                                                                                                                                
CA	06097152906	26280716	21574	10.147	0.008	38.4725689	-122.8006952                                                                                                                                      
CA	06097153001	2505517	0	0.967	0.	38.4509389	-122.736743                                                                                                                                                
CA	06097153002	2244331	0	0.867	0.	38.4410975	-122.7327641                                                                                                                                               
CA	06097153003	1728005	0	0.667	0.	38.4340257	-122.7383593                                                                                                                                               
CA	06097153005	24773141	0	9.565	0.	38.4334564	-122.8012427                                                                                                                                              
CA	06097153006	3406973	0	1.315	0.	38.4432935	-122.7584148                                                                                                                                               
CA	06097153102	1240741	0	0.479	0.	38.4201079	-122.7216605                                                                                                                                               
CA	06097153103	1586975	0	0.613	0.	38.4198166	-122.7341732                                                                                                                                               
CA	06097153104	1711348	0	0.661	0.	38.4288774	-122.7274638                                                                                                                                               
CA	06097153200	12676763	0	4.895	0.	38.38805	-122.7284014                                                                                                                                                
CA	06097153300	32708098	0	12.629	0.	38.3954212	-122.7670106                                                                                                                                             
CA	06097153401	10829318	0	4.181	0.	38.4129715	-122.842325                                                                                                                                               
CA	06097153403	8540797	0	3.298	0.	38.3806559	-122.7996795                                                                                                                                               
CA	06097153404	8670302	0	3.348	0.	38.3819817	-122.8272234                                                                                                                                               
CA	06097153501	45697916	0	17.644	0.	38.3374068	-122.7944231                                                                                                                                             
CA	06097153502	69502902	48862	26.835	0.019	38.3385194	-122.8815393                                                                                                                                      
CA	06097153600	41671194	0	16.089	0.	38.4205809	-122.8881919                                                                                                                                             
CA	06097153703	74390862	817248	28.722	0.316	38.4759166	-123.0055115                                                                                                                                     
CA	06097153704	59460007	321777	22.958	0.124	38.533659	-123.0092064                                                                                                                                      
CA	06097153705	46048164	522775	17.779	0.202	38.5214525	-122.9160376                                                                                                                                     
CA	06097153706	41324855	340744	15.956	0.132	38.468933	-122.898855                                                                                                                                       
CA	06097153801	37019390	502366	14.293	0.194	38.5360385	-122.8373836                                                                                                                                     
CA	06097153804	1244829	0	0.481	0.	38.5565366	-122.8126594                                                                                                                                               
CA	06097153806	1698065	0	0.656	0.	38.5525461	-122.8020356                                                                                                                                               
CA	06097153807	59024951	69200	22.79	0.027	38.5685589	-122.7508416                                                                                                                                       
